# Chunk-averaged data for fix g_avg and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
50000 240 51540.000000000015
  48 0.197917 232.916 302.145
  49 0.202083 198.004 301.042
  50 0.20625 223.836 296.867
  51 0.210417 221.08 298.382
  52 0.214583 201.564 299.053
  53 0.21875 223.516 300.224
  54 0.222917 198.018 303.376
  55 0.227083 227.372 296.826
  56 0.23125 212.61 300.44
  57 0.235417 206.616 301.058
  58 0.239583 223.384 306.299
  59 0.24375 198.046 301.063
  60 0.247917 231.128 302.161
  61 0.252083 213.774 301.252
  62 0.25625 211.052 301.776
  63 0.260417 220 301.491
  64 0.264583 198.072 299.751
  65 0.26875 231.23 298.759
  66 0.272917 216.534 296.108
  67 0.277083 200.164 293.063
  68 0.28125 232 296.469
  69 0.285417 199.286 296.152
  70 0.289583 227.87 298.597
  71 0.29375 216.842 300.674
  72 0.297917 198.002 296.385
  73 0.302083 220 294.263
  74 0.30625 199.914 297.944
  75 0.310417 232.344 293.594
  76 0.314583 212.162 300.252
  77 0.31875 206.29 301.44
  78 0.322917 223.29 299.403
  79 0.327083 206.872 294.861
  80 0.33125 226.618 298.055
  81 0.335417 222.268 298.92
  82 0.339583 203.838 300.096
  83 0.34375 226.404 298.467
  84 0.347917 198.492 300.272
  85 0.352083 223.788 299.259
  86 0.35625 221.654 298.656
  87 0.360417 203.7 298.288
  88 0.364583 232.366 298.032
  89 0.36875 198.27 300.448
  90 0.372917 220.682 296.497
  91 0.377083 223.516 297.488
  92 0.38125 202.32 302.219
  93 0.385417 223.212 302.383
  94 0.389583 198.248 300.958
  95 0.39375 219.944 305.795
  96 0.397917 219.762 299.534
  97 0.402083 206.672 300.133
  98 0.40625 223.374 298.637
  99 0.410417 198.116 299.161
  100 0.414583 220.14 297.181
  101 0.41875 224.542 295.729
  102 0.422917 211.202 303.24
  103 0.427083 220 299.257
  104 0.43125 198.066 300.63
  105 0.435417 218.258 299.646
  106 0.439583 229.166 301.114
  107 0.44375 200.51 296.634
  108 0.447917 232 301.83
  109 0.452083 199.13 305.527
  110 0.45625 215.842 306.587
  111 0.460417 228.674 300.342
  112 0.464583 198.354 303.702
  113 0.46875 220 303.693
  114 0.472917 199.438 304.47
  115 0.477083 223.082 302.558
  116 0.48125 221.074 298.359
  117 0.485417 207.008 303.881
  118 0.489583 223.398 300.6
  119 0.49375 206.46 303.897
  120 0.497917 220.968 310.303
  121 0.502083 225.548 308.431
  122 0.50625 206.548 309.707
  123 0.510417 226.476 304.961
  124 0.514583 198.432 304.76
  125 0.51875 221.882 306.119
  126 0.522917 222.476 306.834
  127 0.527083 204.986 301.55
  128 0.53125 232.224 302.811
  129 0.535417 198.382 300.69
  130 0.539583 222.712 302.083
  131 0.54375 220.924 300.359
  132 0.547917 202.862 297.612
  133 0.552083 223.12 295.321
  134 0.55625 198.664 300.314
  135 0.560417 226.854 299.349
  136 0.564583 212.452 300.588
  137 0.56875 206.914 303.057
  138 0.572917 223.116 297.331
  139 0.577083 198.366 301.819
  140 0.58125 228.024 298.988
  141 0.585417 216.412 302.396
  142 0.589583 211.198 300.719
  143 0.59375 220 300.341
  144 0.597917 198.282 304.465
  145 0.602083 225.118 301.525
  146 0.60625 222.038 300.511
  147 0.610417 200.562 299.429
  148 0.614583 232 301.416
  149 0.61875 199.66 305.165
  150 0.622917 220.536 301.755
  151 0.627083 223.536 304.445
  152 0.63125 198.268 302.944
  153 0.635417 220 297.594
  154 0.639583 200.214 299.669
  155 0.64375 228.726 298.337
  156 0.647917 215.208 297.063
  157 0.652083 206.638 302.291
  158 0.65625 223.214 300.038
  159 0.660417 207.05 295.642
  160 0.664583 225.342 304.072
  161 0.66875 222.848 306.241
  162 0.672917 204.24 306.965
  163 0.677083 226.52 301.563
  164 0.68125 198.22 299.587
  165 0.685417 218.202 300.808
  166 0.689583 226.684 304.43
  167 0.69375 204.464 301.51
  168 0.697917 232.43 302.834
  169 0.702083 198.012 297.842
  170 0.70625 213.522 296.64
  171 0.710417 230.376 303.008
  172 0.714583 202.816 305.706
  173 0.71875 223.274 296.794
  174 0.722917 198.006 297.733
  175 0.727083 212.384 293.473
  176 0.73125 227.266 295.407
  177 0.735417 206.95 297.888
  178 0.739583 223.394 300.208
  179 0.74375 198 303.472
  180 0.747917 211.706 303.092
  181 0.752083 232.762 303.655
  182 0.75625 211.532 300.074
  183 0.760417 220 301.636
  184 0.764583 198 303.209
  185 0.76875 211.548 304.138
  186 0.772917 235.518 301.927
  187 0.777083 200.934 303.005
  188 0.78125 232 299.456
  189 0.785417 199.116 294.99
  190 0.789583 210.604 298.435
  191 0.79375 232.67 298.062
  192 0.797917 199.61 298.061
  193 0.802083 220 294.832
  194 0.80625 199.254 297.442
  195 0.810417 216.972 293.503
  196 0.814583 226.19 292.366
  197 0.81875 208.322 292.724
  198 0.822917 223.262 297.149
  199 0.827083 206.652 299.695
  200 0.83125 220.012 297.952
  201 0.835417 227.348 297.546
  202 0.839583 205.65 299.723
  203 0.84375 226.338 300.049
  204 0.847917 198.176 301.291
  205 0.852083 218.182 296.209
  206 0.85625 226.876 296.381
  207 0.860417 204.306 302.835
  208 0.864583 232.46 300.767
  209 0.86875 198.032 297.532
  210 0.872917 212.15 298.975
  211 0.877083 231.768 298.807
  212 0.88125 202.802 300.539
  213 0.885417 223.248 302.481
  214 0.889583 198.004 302.15
  215 0.89375 214.576 306.177
  216 0.897917 225.394 305.014
  217 0.902083 206.648 299.424
  218 0.90625 223.378 299.474
  219 0.910417 198 299.652
  220 0.914583 215.394 300.615
  221 0.91875 229.368 302.319
  222 0.922917 211.238 296.862
  223 0.927083 220 301.942
  224 0.93125 198 298.392
  225 0.935417 220.28 303.077
  226 0.939583 227.542 301.974
  227 0.94375 200.178 304.015
  228 0.947917 232 297.351
  229 0.952083 199.072 296.769
  230 0.95625 223.296 294.803
  231 0.960417 221.628 295.55
  232 0.964583 198.004 299.48
  233 0.96875 220 297.751
  234 0.972917 199.19 297.436
  235 0.977083 233.05 297.561
  236 0.98125 212.456 298.098
  237 0.985417 205.858 300.262
  238 0.989583 223.446 296.393
  239 0.99375 205.752 298.58
  240 0.997917 230.814 298.3
3800000 240 51539.99999999999
  1 0.00208333 230.35 297.385
  2 0.00625 203.066 294.836
  3 0.0104167 227.36 295.976
  4 0.0145833 198 296.29
  5 0.01875 212.42 300.354
  6 0.0229167 232.718 299.627
  7 0.0270833 203.71 300.175
  8 0.03125 233.152 298.709
  9 0.0354167 198.002 304.302
  10 0.0395833 206.486 305.187
  11 0.04375 235.39 301.758
  12 0.0479167 204.486 299.537
  13 0.0520833 223.636 299.083
  14 0.05625 198 298.805
  15 0.0604167 206.398 296.294
  16 0.0645833 230.922 303.505
  17 0.06875 209.19 301.104
  18 0.0729167 223.49 305.176
  19 0.0770833 198.014 302.866
  20 0.08125 209.138 304.246
  21 0.0854167 234.758 303.384
  22 0.0895833 212.09 302.03
  23 0.09375 220 303.784
  24 0.0979167 198.012 299.639
  25 0.102083 208.256 298.251
  26 0.10625 237.644 301.941
  27 0.110417 202.088 303.106
  28 0.114583 232 299.068
  29 0.11875 199.018 298.155
  30 0.122917 207.514 300.54
  31 0.127083 235.478 301.936
  32 0.13125 199.99 304.57
  33 0.135417 220 302.772
  34 0.139583 199.034 305.667
  35 0.14375 209.584 307.751
  36 0.147917 235.49 307.021
  37 0.152083 206.032 307.545
  38 0.15625 223.86 304.266
  39 0.160417 205.202 298.53
  40 0.164583 216.154 297.335
  41 0.16875 234.376 298.299
  42 0.172917 202.73 299.682
  43 0.177083 227.538 300.094
  44 0.18125 198 300.446
  45 0.185417 213.288 299.61
  46 0.189583 232.658 297.042
  47 0.19375 202.69 299.291
  48 0.197917 233.364 301.151
  49 0.202083 198 305.599
  50 0.20625 207.93 302.823
  51 0.210417 236.584 304.385
  52 0.214583 201.842 297.309
  53 0.21875 223.644 295.906
  54 0.222917 198 298.948
  55 0.227083 209.036 300.763
  56 0.23125 230.916 304.101
  57 0.235417 206.506 305.188
  58 0.239583 223.542 309.804
  59 0.24375 198 307.769
  60 0.247917 211.446 303.786
  61 0.252083 233.256 295.187
  62 0.25625 211.298 293.739
  63 0.260417 220 295.708
  64 0.264583 198 294.181
  65 0.26875 215.376 298.422
  66 0.272917 232.354 296.005
  67 0.277083 200.27 295.678
  68 0.28125 232 296.591
  69 0.285417 199.04 300.047
  70 0.289583 222.66 294.333
  71 0.29375 222.296 293.719
  72 0.297917 198.004 290.11
  73 0.302083 220 296.889
  74 0.30625 199.662 297.523
  75 0.310417 236.194 296.398
  76 0.314583 208.632 298.547
  77 0.31875 206.27 303.918
  78 0.322917 223.242 294.645
  79 0.327083 206.814 295.748
  80 0.33125 231.062 293.67
  81 0.335417 217.772 295.258
  82 0.339583 203.98 294.75
  83 0.34375 226.372 299.289
  84 0.347917 198.858 301.418
  85 0.352083 229.73 295.095
  86 0.35625 215.348 296.091
  87 0.360417 203.926 299.969
  88 0.364583 232.138 301.484
  89 0.36875 198.396 298.003
  90 0.372917 229.584 298.994
  91 0.377083 214.714 297.921
  92 0.38125 202.222 300.661
  93 0.385417 223.084 302.424
  94 0.389583 198.72 305.635
  95 0.39375 232.054 305.45
  96 0.397917 207.222 302.337
  97 0.402083 206.844 301.898
  98 0.40625 223.16 300.864
  99 0.410417 198.238 300.298
  100 0.414583 232.582 304.067
  101 0.41875 212.048 304.093
  102 0.422917 211.132 301.699
  103 0.427083 220 299.487
  104 0.43125 198.148 300.374
  105 0.435417 232.14 300.997
  106 0.439583 215.612 300.296
  107 0.44375 200.1 298.467
  108 0.447917 232 297.074
  109 0.452083 199.608 298.44
  110 0.45625 234.816 296.48
  111 0.460417 209.576 296.972
  112 0.464583 198 300.515
  113 0.46875 220.002 298.297
  114 0.472917 205.126 299.164
  115 0.477083 235.596 302.703
  116 0.48125 203.908 297.582
  117 0.485417 206.152 296.645
  118 0.489583 223.216 300.161
  119 0.49375 211.558 301.736
  120 0.497917 233.592 300.604
  121 0.502083 210.694 306.271
  122 0.50625 203.974 303.359
  123 0.510417 226.182 299.353
  124 0.514583 203.856 302.511
  125 0.51875 226.414 300.378
  126 0.522917 213.396 302.063
  127 0.527083 204.19 302.683
  128 0.53125 232.144 303.927
  129 0.535417 203.872 299.647
  130 0.539583 224.412 298.807
  131 0.54375 213.536 300.97
  132 0.547917 203.128 302.373
  133 0.552083 223.052 300.203
  134 0.55625 205.248 307.222
  135 0.560417 224.806 307.085
  136 0.564583 207.552 303.17
  137 0.56875 207.358 303.87
  138 0.572917 223.036 299.803
  139 0.577083 206.792 299.536
  140 0.58125 225.73 301.115
  141 0.585417 210.164 303.223
  142 0.589583 211.314 298.354
  143 0.59375 220 299.114
  144 0.597917 207.548 305.382
  145 0.602083 226.586 300.244
  146 0.60625 211.48 300.206
  147 0.610417 200.386 302.444
  148 0.614583 232 296.887
  149 0.61875 204.622 294.773
  150 0.622917 231.98 295.143
  151 0.627083 207.378 295.98
  152 0.63125 198.02 298.051
  153 0.635417 220 299.008
  154 0.639583 206.076 301.894
  155 0.64375 233.608 296.967
  156 0.647917 204.81 302.268
  157 0.652083 206.422 303.151
  158 0.65625 223.084 304.08
  159 0.660417 210.24 302.362
  160 0.664583 234.818 304.616
  161 0.66875 210.874 306.457
  162 0.672917 203.86 307.606
  163 0.677083 226.208 301.987
  164 0.68125 199.852 301.691
  165 0.685417 228.874 306.087
  166 0.689583 215.182 302.884
  167 0.69375 203.898 300.661
  168 0.697917 232.194 300.856
  169 0.702083 198.49 297.998
  170 0.70625 226.324 302.975
  171 0.710417 217.654 302.598
  172 0.714583 202.406 301.937
  173 0.71875 223.126 303.072
  174 0.722917 198.388 300.704
  175 0.727083 228.706 297.759
  176 0.73125 210.882 302.437
  177 0.735417 206.906 299.718
  178 0.739583 223.118 296.269
  179 0.74375 198.212 300.131
  180 0.747917 228.738 297.914
  181 0.752083 215.8 297.609
  182 0.75625 211.25 299.519
  183 0.760417 220 298.804
  184 0.764583 198.084 299.842
  185 0.76875 223.854 300.24
  186 0.772917 223.512 305.05
  187 0.777083 200.55 306.971
  188 0.78125 232 302.979
  189 0.785417 199.268 302.811
  190 0.789583 217.898 299.836
  191 0.79375 226.514 296.778
  192 0.797917 198.32 295.898
  193 0.802083 220 293.242
  194 0.80625 199.326 296.767
  195 0.810417 221.43 294.448
  196 0.814583 223.032 300.589
  197 0.81875 206.854 299.811
  198 0.822917 223.358 297.201
  199 0.827083 206.336 298.256
  200 0.83125 217.546 298.206
  201 0.835417 229.042 295.985
  202 0.839583 206.534 292.782
  203 0.84375 226.542 298.907
  204 0.847917 198.104 298.06
  205 0.852083 216.758 295.743
  206 0.85625 228.306 304.183
  207 0.860417 204.518 305.335
  208 0.864583 232.314 304.192
  209 0.86875 198.038 299.623
  210 0.872917 213.834 296.718
  211 0.877083 229.846 301.009
  212 0.88125 202.964 297.636
  213 0.885417 223.318 295.999
  214 0.889583 198.016 299.47
  215 0.89375 213.104 300.395
  216 0.897917 226.476 298.459
  217 0.902083 206.95 297.431
  218 0.90625 223.454 301.505
  219 0.910417 198.02 300.431
  220 0.914583 212.534 299.338
  221 0.91875 231.986 301.587
  222 0.922917 211.46 299.469
  223 0.927083 220 295.757
  224 0.93125 198.002 299.422
  225 0.935417 210.628 295.109
  226 0.939583 236.64 298.093
  227 0.94375 200.73 294.103
  228 0.947917 232 288.851
  229 0.952083 199.032 292.188
  230 0.95625 213.22 292.119
  231 0.960417 230.98 294.337
  232 0.964583 198.768 292.159
  233 0.96875 220 288.733
  234 0.972917 199.06 294.353
  235 0.977083 217.14 298.431
  236 0.98125 228.168 293.417
  237 0.985417 205.856 294.958
  238 0.989583 223.778 293.001
  239 0.99375 205.412 290.832
  240 0.997917 219.81 294.643
3850000 240 51540.00000000002
  1 0.00208333 225.292 294.519
  2 0.00625 203.074 292.048
  3 0.0104167 226.974 299.975
  4 0.0145833 198 302.025
  5 0.01875 216.394 302.243
  6 0.0229167 229.504 302.74
  7 0.0270833 203.214 301.855
  8 0.03125 232.888 305.182
  9 0.0354167 198 302.238
  10 0.0395833 209.776 301.799
  11 0.04375 234.574 297.875
  12 0.0479167 202.254 296.099
  13 0.0520833 223.396 296.775
  14 0.05625 198.004 296.617
  15 0.0604167 212.766 297.3
  16 0.0645833 226.944 296.008
  17 0.06875 206.86 299.803
  18 0.0729167 223.426 298.934
  19 0.0770833 198.018 299.348
  20 0.08125 213.262 297.656
  21 0.0854167 230.98 301.729
  22 0.0895833 211.74 301.717
  23 0.09375 220 297.378
  24 0.0979167 198.016 299.062
  25 0.102083 211.666 294.979
  26 0.10625 234.764 298.815
  27 0.110417 201.554 297.476
  28 0.114583 232 297.953
  29 0.11875 199.052 298.168
  30 0.122917 211.3 298.818
  31 0.127083 231.898 296.577
  32 0.13125 199.75 299.029
  33 0.135417 220 296.721
  34 0.139583 199.118 298.536
  35 0.14375 214.41 297.283
  36 0.147917 229.854 299.718
  37 0.152083 206.872 300.55
  38 0.15625 223.746 300.393
  39 0.160417 205.428 300.141
  40 0.164583 214.88 297.598
  41 0.16875 233.964 300.485
  42 0.172917 204.296 297.662
  43 0.177083 227.432 299.49
  44 0.18125 198 296.043
  45 0.185417 207.876 299.371
  46 0.189583 236.928 301.415
  47 0.19375 203.756 294.459
  48 0.197917 233.44 296.822
  49 0.202083 198 303.961
  50 0.20625 202.128 306.469
  51 0.210417 240.8 301.917
  52 0.214583 203.322 304.324
  53 0.21875 223.75 300.773
  54 0.222917 198 298.965
  55 0.227083 203.418 300.475
  56 0.23125 235.92 302.835
  57 0.235417 207.064 301.375
  58 0.239583 223.598 299.018
  59 0.24375 198 299.824
  60 0.247917 204.148 297.383
  61 0.252083 240.164 293.283
  62 0.25625 211.688 297.835
  63 0.260417 220 297.999
  64 0.264583 198 300.842
  65 0.26875 203.378 298.676
  66 0.272917 243.648 295.654
  67 0.277083 200.974 302.075
  68 0.28125 232 302.887
  69 0.285417 199.01 303.766
  70 0.289583 207.18 300.071
  71 0.29375 237.696 300.678
  72 0.297917 198.114 301.926
  73 0.302083 220 306.059
  74 0.30625 199.088 302.293
  75 0.310417 217.658 305.841
  76 0.314583 227.612 302.86
  77 0.31875 205.97 308.558
  78 0.322917 223.672 306.701
  79 0.327083 205.636 303.075
  80 0.33125 216.984 293.957
  81 0.335417 233.078 293.232
  82 0.339583 203.34 298.118
  83 0.34375 226.962 302.309
  84 0.347917 198 298.979
  85 0.352083 210.288 301.095
  86 0.35625 235.002 300.58
  87 0.360417 203.904 300.908
  88 0.364583 232.806 301.447
  89 0.36875 198 298.514
  90 0.372917 206.642 297.684
  91 0.377083 236.962 298.419
  92 0.38125 203.03 296.307
  93 0.385417 223.366 298.297
  94 0.389583 198.002 300.743
  95 0.39375 212.312 301.557
  96 0.397917 227.404 306.04
  97 0.402083 206.99 295.842
  98 0.40625 223.292 300.41
  99 0.410417 198.006 297.53
  100 0.414583 214.456 296.165
  101 0.41875 230.136 299.949
  102 0.422917 211.402 299.353
  103 0.427083 220 300.98
  104 0.43125 198.002 299.088
  105 0.435417 218.572 302.373
  106 0.439583 228.99 300.954
  107 0.44375 200.436 302.31
  108 0.447917 232 299.943
  109 0.452083 199.138 299.884
  110 0.45625 220.684 300.194
  111 0.460417 224.104 297.012
  112 0.464583 198.074 298.727
  113 0.46875 220 296.743
  114 0.472917 199.274 295.352
  115 0.477083 228.744 300.832
  116 0.48125 216.464 300.553
  117 0.485417 206.072 299.547
  118 0.489583 223.446 304.826
  119 0.49375 206.034 304.74
  120 0.497917 224.594 306.385
  121 0.502083 225.318 306.615
  122 0.50625 203.3 302.713
  123 0.510417 226.754 303.817
  124 0.514583 198.024 300.981
  125 0.51875 215.636 308.446
  126 0.522917 229.74 302.317
  127 0.527083 203.99 303.264
  128 0.53125 232.61 305.256
  129 0.535417 198.032 299.94
  130 0.539583 210.618 299.885
  131 0.54375 232.038 302.751
  132 0.547917 204.092 302.62
  133 0.552083 223.22 307.525
  134 0.55625 199.05 307.658
  135 0.560417 225.214 309.66
  136 0.564583 213.606 309.599
  137 0.56875 207.106 312.285
  138 0.572917 223.024 311.602
  139 0.577083 210.28 308.783
  140 0.58125 226.432 299.806
  141 0.585417 206.22 300.195
  142 0.589583 211.068 297.475
  143 0.59375 220 297.17
  144 0.597917 213.574 302.487
  145 0.602083 225.11 302.82
  146 0.60625 207.292 301.227
  147 0.610417 200.024 302.877
  148 0.614583 232 299.983
  149 0.61875 209.384 297.704
  150 0.622917 234.074 300.218
  151 0.627083 200.542 298.134
  152 0.63125 198 295.611
  153 0.635417 220 299.315
  154 0.639583 211.432 297.21
  155 0.64375 233.79 296.295
  156 0.647917 199.54 301.412
  157 0.652083 206.192 293.026
  158 0.65625 223.046 297.488
  159 0.660417 213.648 297.79
  160 0.664583 241.34 299.372
  161 0.66875 201.012 301.564
  162 0.672917 203.908 300.926
  163 0.677083 226.092 299.836
  164 0.68125 203.408 302.631
  165 0.685417 234.288 296.522
  166 0.689583 206.302 296.098
  167 0.69375 203.908 296.465
  168 0.697917 232.094 301.498
  169 0.702083 200.688 304.753
  170 0.70625 234.19 302.113
  171 0.710417 207.954 306.681
  172 0.714583 202.102 304.393
  173 0.71875 223.066 304.812
  174 0.722917 201.174 305.332
  175 0.727083 233.038 302.697
  176 0.73125 203.788 301.257
  177 0.735417 206.956 299.033
  178 0.739583 223.044 299.412
  179 0.74375 203.388 295.155
  180 0.747917 232.256 296.259
  181 0.752083 207.22 300.749
  182 0.75625 211.136 303.847
  183 0.760417 220 304.132
  184 0.764583 203.842 302.71
  185 0.76875 231.78 305.647
  186 0.772917 210.104 307.125
  187 0.777083 200.274 303.52
  188 0.78125 232 298.161
  189 0.785417 201.312 297.947
  190 0.789583 234.866 298.156
  191 0.79375 207.82 298.238
  192 0.797917 198.002 300.552
  193 0.802083 220 300.953
  194 0.80625 202.212 305.554
  195 0.810417 237.766 305.339
  196 0.814583 204.45 301.66
  197 0.81875 206.432 301.588
  198 0.822917 223.14 299.516
  199 0.827083 207.406 302.485
  200 0.83125 236.266 304.609
  201 0.835417 212.32 305.518
  202 0.839583 203.684 301.618
  203 0.84375 226.324 299.127
  204 0.847917 198.24 301.163
  205 0.852083 227.266 295.271
  206 0.85625 218.492 295.354
  207 0.860417 203.512 294.083
  208 0.864583 232.49 297.828
  209 0.86875 198.024 297.154
  210 0.872917 220.22 298.19
  211 0.877083 224.378 297.662
  212 0.88125 202.048 297.73
  213 0.885417 223.33 293.6
  214 0.889583 198.008 290.601
  215 0.89375 220.446 296.321
  216 0.897917 219.498 296.623
  217 0.902083 206.722 296.227
  218 0.90625 223.326 292.459
  219 0.910417 198.006 289.94
  220 0.914583 221.12 296.168
  221 0.91875 223.674 295.528
  222 0.922917 211.2 295.881
  223 0.927083 220 297.229
  224 0.93125 198 298.875
  225 0.935417 216.864 297.79
  226 0.939583 230.788 292.906
  227 0.94375 200.348 297.608
  228 0.947917 232 296.036
  229 0.952083 199.06 294.949
  230 0.95625 215.324 297.271
  231 0.960417 229.59 291.892
  232 0.964583 198.026 292.582
  233 0.96875 220 295.715
  234 0.972917 199.14 299.259
  235 0.977083 226.464 292.672
  236 0.98125 219.002 296.76
  237 0.985417 205.896 294.412
  238 0.989583 223.498 293.132
  239 0.99375 205.84 291.953
  240 0.997917 224.82 293.309
3900000 240 51539.99999999995
  1 0.00208333 217.652 293.997
  2 0.00625 203.646 294.682
  3 0.0104167 226.516 297.714
  4 0.0145833 198.816 299.252
  5 0.01875 223.638 295.01
  6 0.0229167 221.198 298.235
  7 0.0270833 203.672 294.234
  8 0.03125 232.676 292.029
  9 0.0354167 198.226 299.598
  10 0.0395833 218.69 296.626
  11 0.04375 225.544 294.939
  12 0.0479167 202.094 297.614
  13 0.0520833 223.446 294.876
  14 0.05625 198.098 297.836
  15 0.0604167 218.872 298.072
  16 0.0645833 220.764 300.208
  17 0.06875 206.782 301.125
  18 0.0729167 223.484 292.906
  19 0.0770833 198.026 294.493
  20 0.08125 221.072 291.997
  21 0.0854167 223.692 297.708
  22 0.0895833 211.21 298.401
  23 0.09375 220 296.456
  24 0.0979167 198.004 295.509
  25 0.102083 223.432 303.615
  26 0.10625 224.272 299.176
  27 0.110417 200.292 302.476
  28 0.114583 232 296.685
  29 0.11875 199.216 294.674
  30 0.122917 224.458 295.229
  31 0.127083 220.24 294.251
  32 0.13125 198.086 298.815
  33 0.135417 220 293.287
  34 0.139583 199.424 294.875
  35 0.14375 228.102 292.797
  36 0.147917 216.816 293.031
  37 0.152083 206.214 296.18
  38 0.15625 223.444 297.092
  39 0.160417 206.256 299.674
  40 0.164583 223.136 294.257
  41 0.16875 226.336 297.429
  42 0.172917 203.558 295.978
  43 0.177083 226.714 298.906
  44 0.18125 198.01 301.443
  45 0.185417 217.288 299.476
  46 0.189583 228.648 296.229
  47 0.19375 203.29 295.971
  48 0.197917 232.764 294.331
  49 0.202083 198 294.814
  50 0.20625 208.79 296.906
  51 0.210417 235.812 291.779
  52 0.214583 201.82 298.815
  53 0.21875 223.578 297.721
  54 0.222917 198.002 303.511
  55 0.227083 212.3 299.008
  56 0.23125 227.694 299.459
  57 0.235417 206.528 296.619
  58 0.239583 223.476 301.478
  59 0.24375 198 301.78
  60 0.247917 215.796 300.348
  61 0.252083 229.008 296.778
  62 0.25625 211.196 295.978
  63 0.260417 220 300.166
  64 0.264583 198 300.161
  65 0.26875 213.196 299.377
  66 0.272917 234.376 298.813
  67 0.277083 200.428 300.001
  68 0.28125 232 300.379
  69 0.285417 199.044 296.754
  70 0.289583 209.816 299.432
  71 0.29375 235.082 302.431
  72 0.297917 198.058 303.783
  73 0.302083 220 302.61
  74 0.30625 199.062 302.886
  75 0.310417 216.528 306.667
  76 0.314583 228.902 311.513
  77 0.31875 205.87 306.805
  78 0.322917 223.638 309.974
  79 0.327083 205.51 308.948
  80 0.33125 215.87 304.944
  81 0.335417 234.56 306.59
  82 0.339583 202.806 304.929
  83 0.34375 227.254 305.621
  84 0.347917 198 302.377
  85 0.352083 211.688 303.939
  86 0.35625 233.982 302.395
  87 0.360417 203.28 305.923
  88 0.364583 233.05 301.257
  89 0.36875 198 298.534
  90 0.372917 205.746 298.094
  91 0.377083 237.67 299.339
  92 0.38125 203.03 296.603
  93 0.385417 223.554 297.154
  94 0.389583 198 301.16
  95 0.39375 207.064 301.58
  96 0.397917 232.304 302.567
  97 0.402083 207.186 297.359
  98 0.40625 223.446 295.204
  99 0.410417 198 295.098
  100 0.414583 209.016 301.206
  101 0.41875 234.718 303.805
  102 0.422917 212.264 308.472
  103 0.427083 220.002 305.533
  104 0.43125 198.002 300.733
  105 0.435417 207.75 295.723
  106 0.439583 237.228 299.643
  107 0.44375 203.02 305.761
  108 0.447917 232 304.207
  109 0.452083 199.05 299.295
  110 0.45625 207.884 298.184
  111 0.460417 232.688 298.654
  112 0.464583 202.37 298.89
  113 0.46875 220.008 297.956
  114 0.472917 199.076 296.141
  115 0.477083 210.96 298.06
  116 0.48125 231.744 302.046
  117 0.485417 208.478 300.672
  118 0.489583 223.742 301.344
  119 0.49375 205.356 303.414
  120 0.497917 212.502 303.214
  121 0.502083 234.254 306.413
  122 0.50625 206.602 306.682
  123 0.510417 227.286 302.403
  124 0.514583 198 306.038
  125 0.51875 204.148 300.599
  126 0.522917 236.312 303.038
  127 0.527083 208.55 302.057
  128 0.53125 232.99 302.676
  129 0.535417 198 301.521
  130 0.539583 203.046 298.504
  131 0.54375 233.494 300.562
  132 0.547917 210.204 298.129
  133 0.552083 223.256 299.473
  134 0.55625 198.876 300.158
  135 0.560417 221.088 302.531
  136 0.564583 216.646 306.029
  137 0.56875 208.332 303.401
  138 0.572917 223.058 304.523
  139 0.577083 203.896 302.645
  140 0.58125 225.808 303.643
  141 0.585417 213.01 304.82
  142 0.589583 211.286 301.191
  143 0.59375 220 304.954
  144 0.597917 205.644 304.174
  145 0.602083 226.814 302.895
  146 0.60625 213.13 302.255
  147 0.610417 200.414 297.731
  148 0.614583 231.998 302.159
  149 0.61875 203.662 301.65
  150 0.622917 231.168 302.579
  151 0.627083 209.162 303.158
  152 0.63125 198.008 301.762
  153 0.635417 220 301.994
  154 0.639583 203.956 301.297
  155 0.64375 235.52 300.24
  156 0.647917 204.952 300.735
  157 0.652083 206.438 297.595
  158 0.65625 223.134 298.89
  159 0.660417 208.05 299.85
  160 0.664583 237.022 299.568
  161 0.66875 210.916 298.509
  162 0.672917 203.67 302.511
  163 0.677083 226.342 300.021
  164 0.68125 198.708 297.541
  165 0.685417 232.55 296.839
  166 0.689583 212.728 302.546
  167 0.69375 203.708 302.575
  168 0.697917 232.306 301.482
  169 0.702083 198.31 302.973
  170 0.70625 228.128 305.925
  171 0.710417 216.188 306.678
  172 0.714583 202.236 305.686
  173 0.71875 223.138 303.581
  174 0.722917 199.558 303.368
  175 0.727083 229.88 303.484
  176 0.73125 208.5 302.292
  177 0.735417 207.012 302.142
  178 0.739583 223.05 301.287
  179 0.74375 201.374 296.105
  180 0.747917 232.046 299.477
  181 0.752083 209.378 302.744
  182 0.75625 211.202 303.825
  183 0.760417 220 297.382
  184 0.764583 201.036 300.725
  185 0.76875 232.776 299.805
  186 0.772917 211.82 300.429
  187 0.777083 200.368 299.107
  188 0.78125 232 301.339
  189 0.785417 200.52 297.113
  190 0.789583 235.626 296.612
  191 0.79375 207.854 300.043
  192 0.797917 198 302.115
  193 0.802083 220 300.403
  194 0.80625 200.684 302.219
  195 0.810417 242.108 301.829
  196 0.814583 201.842 302.638
  197 0.81875 206.12 301.144
  198 0.822917 223.246 304.727
  199 0.827083 206.536 306.613
  200 0.83125 238.96 298.798
  201 0.835417 210.504 301.044
  202 0.839583 203.362 301.619
  203 0.84375 226.638 303.432
