# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 100
98 339500 3004 -4989.47 -5962.42 -7006.85
99 343000 3003 -791.8 18372 -5424.46
100 346500 3002 -1408.66 1889.14 -1226.39
11200000 100
1 0 3201 794441 779480 778256
2 3500 3200 28676.9 9660.57 34868.9
3 7000 3199 23722.7 -1759.65 13261
4 10500 3198 -12974.4 -13295.3 8434.65
5 14000 3197 9428.34 -5485.44 4698.67
6 17500 3196 -29756.3 -28170 -1419.76
7 21000 3195 -2219.72 6685.3 10375.1
8 24500 3194 -1955.43 21423.1 -18719
9 28000 3193 -2559.59 -6892.99 -23048.6
10 31500 3192 14131.4 7900.6 -16274.7
11 35000 3191 -22179.2 2607.92 -6087.44
12 38500 3190 -13475.9 -8720.33 3623.48
13 42000 3189 -7144.83 14401.6 10426.6
14 45500 3188 -5014.4 8468.67 2932.07
15 49000 3187 2797.39 -31972.8 12130.2
16 52500 3186 5474.09 3308.95 17308
17 56000 3185 -6771.58 1779.2 16092.3
18 59500 3184 10776.5 -2835.02 3673.74
19 63000 3183 -888.462 3289.62 -10809.3
20 66500 3182 -10012.7 -24032.6 5201.13
21 70000 3181 11625.7 -25789.7 -7672.13
22 73500 3180 -2642.31 10645.9 -2566.5
23 77000 3179 20053.2 13133.3 15386.4
24 80500 3178 -10173.6 -10407 -8090.38
25 84000 3177 2640.25 1321.86 1531.76
26 87500 3176 -3695.46 17091.5 -20978.4
27 91000 3175 5164.15 -21610.2 -12326.1
28 94500 3174 5095.42 -12257.8 -663.098
29 98000 3173 6462.04 -8673.73 -19398.2
30 101500 3172 -11554.3 -17969.9 -28573.2
31 105000 3171 184.874 48485 -24289.4
32 108500 3170 6113.26 26756.9 5866.71
33 112000 3169 -5653.24 13017.9 -8123.11
34 115500 3168 10474.6 16860.4 5877.01
35 119000 3167 -20460.3 12100 9745.91
36 122500 3166 -4380.88 -6732.69 9729.46
37 126000 3165 -5165.56 -9379.99 -602.896
38 129500 3164 19264.4 14502.5 -775.369
39 133000 3163 -9522.14 -9612.42 2815.55
40 136500 3162 -7587.74 3484.08 -9407.52
41 140000 3161 10893.3 13237.2 24138
42 143500 3160 -16118.7 -22471.2 9916.48
43 147000 3159 4535.69 18757 8308.47
44 150500 3158 -8460.75 13529.9 5245.46
45 154000 3157 -14227.3 -24119.3 5132.43
46 157500 3156 -1299.96 -10842.3 14517.3
47 161000 3155 -1682.28 -20604.4 -10710.7
48 164500 3154 30632.6 14338 -32994.2
49 168000 3153 2825.16 -8084.5 -11882.8
50 171500 3152 14984.1 36004.6 -18785.1
51 175000 3151 -16026.1 -627.42 -7812.5
52 178500 3150 -15346.4 8641.72 892.471
53 182000 3149 310.752 30115.6 13313.6
54 185500 3148 5948.12 -22307.9 -14536.9
55 189000 3147 -423.199 -12085.3 -11004.4
56 192500 3146 2165.78 1555.23 6023.56
57 196000 3145 -4544.3 -5068.77 -23803.1
58 199500 3144 14101.2 6900.86 -3054.17
59 203000 3143 -2060.53 21514 7690.79
60 206500 3142 38114.1 24433.7 -26295.9
61 210000 3141 3051.71 -2504.28 2913.08
62 213500 3140 24492.5 22788.5 -24602.3
63 217000 3139 -35058.2 13562.9 -6287
64 220500 3138 13373 14779.8 10729.5
65 224000 3137 -397.381 14166.4 13595.4
66 227500 3136 27935.8 -3236.2 -4717.05
67 231000 3135 -4496.35 -37646.4 8431.73
68 234500 3134 15210.1 -8509.79 3139.19
69 238000 3133 -3495.16 -751.07 -8962.31
70 241500 3132 15169.9 463.912 -9350.17
71 245000 3131 -4298 5913.98 -7553.82
72 248500 3130 3197.43 20054.1 -18347.2
73 252000 3129 23450.6 8866.23 -14691.8
74 255500 3128 -9775.93 -17978.2 -9522.46
75 259000 3127 9495.4 3730.39 6569.48
76 262500 3126 18483.4 1485.22 13535.8
77 266000 3125 32983.3 -5837.36 -18983.1
78 269500 3124 -18662.1 -20322.6 3074.54
79 273000 3123 -1139.19 604.433 2895.41
80 276500 3122 -14066.9 -878.327 3104.83
81 280000 3121 3631.67 13394.4 -7857.71
82 283500 3120 31154.5 -18958.7 26844.7
83 287000 3119 -10652.3 5673.89 -28021.1
84 290500 3118 25954.6 -13930.5 -4742.67
85 294000 3117 6029.47 26547.1 -12562
86 297500 3116 -3620.82 -22380.3 2806.61
87 301000 3115 -7530.5 -513.877 9942.08
88 304500 3114 788.186 -15328 -8199.61
89 308000 3113 2883.82 -8950.36 25184.7
90 311500 3112 -8385.36 4475.04 11873.5
91 315000 3111 -10187.5 -1199.17 -6840.41
92 318500 3110 -12029 8844.15 -10963.7
93 322000 3109 -4404.75 7564.35 5770.03
94 325500 3108 11662.8 1365.46 -2809.87
95 329000 3107 -4010.34 -10920.6 2862.75
96 332500 3106 -2045.17 -1464.02 11312.2
97 336000 3105 844.768 1056.14 31500
98 339500 3104 -3404.58 -5667.07 -8570.79
99 343000 3103 -1884.25 22348.9 -1054.23
100 346500 3102 -4303.37 437.01 -1384.93
11550000 100
1 0 3301 798865 778169 784326
2 3500 3300 25233.5 8088.13 35417.3
3 7000 3299 27458.5 -3604.2 14245.3
4 10500 3298 -11907.1 -14853.9 5067.54
5 14000 3297 8562.04 -3744.51 5680.84
6 17500 3296 -29914.5 -26739.1 -378.66
7 21000 3295 3959.27 3778.5 14467.3
8 24500 3294 -8548.41 16811.5 -18986
9 28000 3293 2778.18 -3506.58 -22807.5
10 31500 3292 8950.05 10493.2 -14169.7
11 35000 3291 -19921.9 243.757 -3199.71
12 38500 3290 -17602.6 -10035.1 4574.89
13 42000 3289 -5703.8 15408.8 12906.9
14 45500 3288 -9046.12 8294.16 10639.6
15 49000 3287 5021.01 -30053.6 10652.4
16 52500 3286 2122.11 -66.5967 20189.8
17 56000 3285 -4025.85 3208.21 11567.1
18 59500 3284 3623 -1786.68 5901.26
19 63000 3283 2987.94 2086.17 -9793.19
20 66500 3282 -12726.1 -20583.9 10971.4
21 70000 3281 13441.2 -26155.6 -6458.29
22 73500 3280 -1366.29 10376 -2348.87
23 77000 3279 21695.8 15697.8 16099.8
24 80500 3278 -12616.8 -13570.3 -10800.8
25 84000 3277 4740.82 1007.48 339.124
26 87500 3276 -8597.24 18633.7 -17350.6
27 91000 3275 9827.51 -20551.8 -10743.6
28 94500 3274 -729.097 -12739.9 -4374.6
29 98000 3273 5982.31 -7271.79 -17249
30 101500 3272 -11411.3 -20925.9 -32369.5
31 105000 3271 1414.05 49292 -19153.4
32 108500 3270 6186.22 24939.7 6499.77
33 112000 3269 2988.73 11012 -2287.77
34 115500 3268 8788.37 20969.2 4346.26
35 119000 3267 -14066.9 12474.3 14918.4
36 122500 3266 -5555.86 -11076.2 8467.05
37 126000 3265 -6633.58 -11135.9 -1462.74
38 129500 3264 21997 14724.7 -4489.08
39 133000 3263 -9539.98 -6747.88 1386.12
40 136500 3262 -7726 2337.55 -9417.58
41 140000 3261 14770.8 8580.03 25859.7
42 143500 3260 -16810.9 -17381.1 9388.08
43 147000 3259 3794.49 22116.7 5392.38
44 150500 3258 -10203.7 16287.8 5774.78
45 154000 3257 -15141.8 -25615.4 3936.29
46 157500 3256 -1744.4 -12183.3 15338.6
47 161000 3255 -3768.49 -17570.6 -11876.3
48 164500 3254 28158 17943 -26558.5
49 168000 3253 -749.481 -13865 -13892.9
50 171500 3252 13840 31599.5 -19696.6
51 175000 3251 -16501 1759.22 -8063.78
52 178500 3250 -13942.1 9581.09 2276.54
53 182000 3249 3686.12 30299.3 18605.4
54 185500 3248 5566.21 -25172.1 -9834.98
55 189000 3247 1597.4 -12540 -11983.4
56 192500 3246 3462.29 3913.3 -769.999
57 196000 3245 -5022.93 -5871.3 -28512.5
58 199500 3244 11070.7 725.326 -4764.86
59 203000 3243 -2744.29 19205.9 6730.41
60 206500 3242 34365.1 24822.9 -25327
61 210000 3241 3492.75 -1119.98 4882.07
62 213500 3240 22084.5 22010.4 -27691.4
63 217000 3239 -36952.1 12169 -5046.25
64 220500 3238 12764 16292.9 10257.6
65 224000 3237 1118.99 15085.6 16225.5
66 227500 3236 25774.1 -4993.64 -2554.32
67 231000 3235 -1329.41 -36685.2 7484.83
68 234500 3234 14408.2 -7690.91 -1419.43
69 238000 3233 -7111 -1293.38 -14419.9
70 241500 3232 19409.5 -1693.35 -5527.05
71 245000 3231 -3928.37 1365.86 -6454.62
72 248500 3230 6154.2 21010.7 -21051.2
73 252000 3229 26267.7 8608.78 -15132
74 255500 3228 -7957.15 -17605.5 -12482.8
75 259000 3227 10627.4 1873.47 6510.25
76 262500 3226 17334 4784.79 16265.6
77 266000 3225 30161.9 -6121.74 -20121.1
78 269500 3224 -20084 -16252.2 3101.69
79 273000 3223 -342.215 -4235.87 2561.31
80 276500 3222 -14001.8 1680.28 2484.71
81 280000 3221 -750.931 13712 -8521.86
82 283500 3220 30130 -17116.9 26402.9
83 287000 3219 -12106 590.685 -20201.1
84 290500 3218 25571.1 -11602 -2515.02
85 294000 3217 10360 28604.1 -10506.6
86 297500 3216 -728.853 -20270.7 2567.53
87 301000 3215 -3606.74 -3689.36 7277.52
88 304500 3214 -3.97969 -16731.4 -6704.39
89 308000 3213 1622.77 -7937.73 28633.1
90 311500 3212 -10347.8 4071.42 10349.3
91 315000 3211 -10721.9 -2169.73 -12347.9
92 318500 3210 -12714 10701.1 -12773.2
93 322000 3209 -5816.96 10923.5 8915.43
94 325500 3208 14091.5 4823.56 387.012
95 329000 3207 -7782.46 -15512.5 5132
96 332500 3206 -1229.18 -1514.53 10847.2
97 336000 3205 -1484.85 -2471.05 28015.1
98 339500 3204 -8184.17 -2723.51 -8532.99
99 343000 3203 1842.77 20055.4 -816.13
100 346500 3202 -5672.21 2832.79 746.239
11900000 100
1 0 3401 803467 778671 788356
2 3500 3400 24605.7 6594.66 33743.8
3 7000 3399 25682.9 -4473.84 17852.2
4 10500 3398 -11278.3 -12500.4 1169.03
5 14000 3397 7959.34 -2003.17 7000.63
6 17500 3396 -30477.6 -25959.4 68.762
7 21000 3395 3580.55 4045.66 8630.35
8 24500 3394 -7699.63 15799.9 -20484.1
9 28000 3393 -1881.72 -3954.47 -23111.1
10 31500 3392 11067.1 6601.38 -9965.62
11 35000 3391 -21494.3 -3097.81 -3113.33
12 38500 3390 -19489.6 -8685.2 2949.39
13 42000 3389 -4493.68 14360.7 9289.87
14 45500 3388 -4335.14 5048.89 7984.92
15 49000 3387 5182.48 -32793.1 9668.47
16 52500 3386 -53.4528 307.8 13558.9
17 56000 3385 -6133.57 5155.35 11680
18 59500 3384 1829.68 -1582.76 1551.27
19 63000 3383 2963.55 1771.97 -8133.12
20 66500 3382 -12018.1 -19634.6 9716.86
21 70000 3381 7789.33 -26312.6 -5018.28
22 73500 3380 -134.553 8357.39 -2633.59
23 77000 3379 20445.4 17294.6 15973.4
24 80500 3378 -8076.57 -12545.3 -7638.39
25 84000 3377 -534.784 2251.45 -1650.25
26 87500 3376 -5395.67 18693.4 -14748.5
27 91000 3375 8066.57 -23869.7 -12408.2
28 94500 3374 3510.08 -5718.09 -2322.95
29 98000 3373 3417.43 -6359.25 -18756.4
30 101500 3372 -10311.2 -18375.9 -29201.7
31 105000 3371 3835.52 45103.8 -16135.5
32 108500 3370 1999.82 22992.6 9690.97
33 112000 3369 1005.52 11506.2 -439.119
34 115500 3368 10392.8 17465.8 5660.84
35 119000 3367 -19932.9 14155.7 13244.9
36 122500 3366 -5371.16 -10717.8 7473.89
37 126000 3365 -1746.02 -14155.7 -3656.85
38 129500 3364 17083.8 12539.8 -6917.81
39 133000 3363 -13409.9 -9037.97 783.973
40 136500 3362 -3150.08 6625.12 -6058.75
41 140000 3361 15384.8 5734.69 22697.2
42 143500 3360 -9506.25 -17311 13222.5
43 147000 3359 4730.26 20570.5 1938.45
44 150500 3358 -14819.2 15255.9 4880.17
45 154000 3357 -15670.2 -23803.1 -554.202
46 157500 3356 -3033.77 -9844.03 15270.7
47 161000 3355 -5457.92 -15270.6 -15956.7
48 164500 3354 23082.9 14169.7 -24317.2
49 168000 3353 1386.67 -13766.1 -16752.5
50 171500 3352 9335.41 30211.8 -17913.4
51 175000 3351 -12792.2 4955.57 -8598.82
52 178500 3350 -8013.16 10299.5 835.459
53 182000 3349 1113.12 27964.6 16785.7
54 185500 3348 7628.35 -27821.2 -12193.9
55 189000 3347 6245 -11253.4 -10738.9
56 192500 3346 4140.96 -831.072 774.61
57 196000 3345 -11351.9 -3080.69 -28880.3
58 199500 3344 13394.3 1635.16 -4151.8
59 203000 3343 -3401.4 19011 6925.52
60 206500 3342 31654.3 24663.2 -24492.6
61 210000 3341 2059.21 -355.552 6460.92
62 213500 3340 19470.7 25478.3 -25188.7
63 217000 3339 -34447.4 15046 -10743.4
64 220500 3338 18179.9 16268.1 12029.3
65 224000 3337 1412.76 13287.2 11500.9
66 227500 3336 23876.6 -6928.45 -2388.84
67 231000 3335 2976.74 -32894.8 5175.25
68 234500 3334 14945.9 -8916.21 -1856.36
69 238000 3333 -7167.95 -1603.56 -16072.2
70 241500 3332 20023.7 -1491.98 -2834.73
71 245000 3331 -4069.47 1023.04 -6070.86
72 248500 3330 5398.83 16478 -16269.2
73 252000 3329 27771.1 7935.85 -13207.2
74 255500 3328 -3753.09 -19619.6 -11408.5
75 259000 3327 11331.8 -1333.06 5057.47
76 262500 3326 16447.5 5147.37 11813.6
77 266000 3325 31400.6 -8306.92 -20059.5
78 269500 3324 -20328 -16632.1 -317.453
79 273000 3323 -3311.61 1663.12 -3677.95
80 276500 3322 -15262.3 4171.96 907.346
81 280000 3321 3036.44 10804.4 -6463.84
82 283500 3320 29176.6 -14952.5 27337.8
83 287000 3319 -12148.7 740.145 -18760.4
84 290500 3318 22982 -9966.02 -2768.88
85 294000 3317 6943.5 28615.4 -9261.83
86 297500 3316 -2038.04 -19709.2 4655.64
87 301000 3315 -7609.15 -5052.48 8467.84
88 304500 3314 2408.77 -11873.9 -11210.6
89 308000 3313 -3035.83 -7799.62 26311.6
90 311500 3312 -13322.5 2873.86 7603.69
91 315000 3311 -10406.2 -3038.3 -12887.5
92 318500 3310 -13006.7 11989 -11157.2
93 322000 3309 -3464.84 10235.6 10115.5
94 325500 3308 16502.9 5428.46 6208.79
95 329000 3307 -5362.33 -16529.8 4831.69
96 332500 3306 237.62 -1698.15 9742.34
97 336000 3305 377.416 -536.67 24392.6
98 339500 3304 -12074.9 -4727.24 -11030
99 343000 3303 928.605 19178.5 -1043.2
100 346500 3302 -4563.75 2135.37 -773.268
12250000 100
1 0 3501 804275 777403 781976
2 3500 3500 21096.1 10795.2 33601.5
3 7000 3499 25279.6 -6796.02 17031.7
4 10500 3498 -9548.43 -15471.2 1432.97
5 14000 3497 7625.7 -1506.31 4180.97
6 17500 3496 -29610.9 -25151.1 -551.813
7 21000 3495 2625.81 1140.6 9582.3
8 24500 3494 -10085 17027.3 -19574.1
9 28000 3493 -3172.11 -2780.78 -23543.8
10 31500 3492 9778.7 6785.1 -9546.51
11 35000 3491 -20616.4 -5029.65 -3165.84
12 38500 3490 -21153.4 -14372.4 2974.92
13 42000 3489 -4704.31 12764.2 9415.61
14 45500 3488 -3263.2 5616.75 7449.01
15 49000 3487 6151.22 -30527.9 10184.2
16 52500 3486 57.6505 -628.262 14238.4
17 56000 3485 -6790.87 4813.48 14699.8
18 59500 3484 247.999 1239.37 718.256
19 63000 3483 3727.36 5039.18 -7640.27
20 66500 3482 -15804.8 -16834.6 8795.1
21 70000 3481 1828.84 -29165.9 -3896.48
22 73500 3480 721.436 6577.54 -1166.53
23 77000 3479 24946.9 20854.1 15515.2
24 80500 3478 -11006 -8506.21 -5245.55
25 84000 3477 -226.615 2570.73 -963.688
26 87500 3476 -4291.42 14752.7 -15062.3
27 91000 3475 9836.66 -24878.1 -10477.2
28 94500 3474 6674.24 -5108.09 -1528.02
29 98000 3473 6035.95 -7648.81 -16868.8
30 101500 3472 -14028 -18238.7 -30327.9
31 105000 3471 5071.25 45148.6 -17224.3
32 108500 3470 8428.07 25031.9 8618.08
33 112000 3469 -1005.69 11612.5 -226.341
34 115500 3468 8857.75 15990 5974.01
35 119000 3467 -18242.5 11066.2 11854.9
36 122500 3466 -3627.87 -9648.27 4644.87
37 126000 3465 -372.507 -9528.6 -4492.5
38 129500 3464 15992.9 12996.7 -5431.15
39 133000 3463 -11340.2 -12377.2 65.3495
40 136500 3462 -5993.94 4027.65 -4081.14
41 140000 3461 19969.3 6563.03 23748.6
42 143500 3460 -12493.6 -15991.1 14907.7
43 147000 3459 -1225.28 16645.9 4393.96
44 150500 3458 -12729.3 13538.3 7672.27
45 154000 3457 -14238.7 -25669 -1124.84
46 157500 3456 -5744.53 -10129.9 11098.8
47 161000 3455 -7129.05 -13626.7 -15073.3
48 164500 3454 21275 10881.4 -24355.5
49 168000 3453 2888.86 -14687.8 -14175.8
50 171500 3452 10292.5 31950.4 -17741.6
51 175000 3451 -9954.96 7246.11 -9767.43
52 178500 3450 -9504.11 8821.19 -3368.42
53 182000 3449 359.904 24931.9 15596.8
54 185500 3448 10574 -25505.7 -9719.65
55 189000 3447 7808.68 -8269.18 -9561.49
56 192500 3446 853.303 162.343 3858.37
57 196000 3445 -11763.8 -1919.64 -26734
58 199500 3444 13764.6 3302.9 -1330.89
59 203000 3443 -5274.55 21071.2 3977.25
60 206500 3442 28476.3 24733.6 -23635.9
61 210000 3441 -1895.34 -2277.53 6535.29
62 213500 3440 23147.9 21733.4 -26533.6
63 217000 3439 -31352 13424.6 -7085.12
64 220500 3438 19073.9 14496.1 12066.6
65 224000 3437 1957.11 12782.1 12779.2
66 227500 3436 27392 -4995.14 -2816.83
67 231000 3435 3741.86 -32484.3 5482.7
68 234500 3434 14602.9 -9452.59 -4160.94
69 238000 3433 -9025.12 -415.269 -18333.1
70 241500 3432 14750.5 -4087.71 -1791.18
71 245000 3431 -1022.39 -2053.91 -5679.6
72 248500 3430 4518 17031.7 -13889.4
73 252000 3429 26601.1 11949.2 -11664.3
74 255500 3428 -4542.53 -16658.7 -12256.3
75 259000 3427 10029.9 -446.027 3617.18
76 262500 3426 17155.3 4581.19 12664.6
77 266000 3425 30737 -7295.93 -18779.5
78 269500 3424 -17545.4 -16780.6 -3682.45
79 273000 3423 -3763.87 3053.65 -3930.64
80 276500 3422 -9959.87 5123.93 2262.78
81 280000 3421 2864.62 11524 -2503.43
82 283500 3420 25544 -13150.1 30637.7
83 287000 3419 -16743.6 -619.449 -16818.5
84 290500 3418 18563.6 -10928.1 -1618.5
85 294000 3417 6926.35 28788 -8420.87
86 297500 3416 -3118.68 -15477.7 3205
87 301000 3415 -4080.46 -5754.61 6129.86
88 304500 3414 1665.62 -9713.37 -9250.8
89 308000 3413 -2089.65 -6044.07 23804.2
90 311500 3412 -12583.2 2738.42 6217.46
91 315000 3411 -12536 -3875.12 -13031.5
92 318500 3410 -11384.5 14172.1 -14200.5
93 322000 3409 -3011.39 5481.48 11679.8
94 325500 3408 15568.5 1630.89 2944.94
95 329000 3407 -5750.88 -16656.1 2561.42
96 332500 3406 1583.04 117.171 9905.54
97 336000 3405 -4273.21 -2371.19 25261.5
98 339500 3404 -10397.8 -6141.57 -8787.11
99 343000 3403 7495.47 19015.5 -3626.35
100 346500 3402 -5338.6 327.749 -1449.89
12600000 100
1 0 3601 801219 779087 787023
2 3500 3600 23711.5 15472.9 34761.4
3 7000 3599 23960.2 -2317.02 12588.9
4 10500 3598 -10706.1 -11937.8 1303.11
5 14000 3597 5961.92 2978.85 2500.49
6 17500 3596 -27363.2 -21841.8 -6485.46
7 21000 3595 2373.88 2207.71 6743.6
8 24500 3594 -11885.7 15446.6 -17802.7
9 28000 3593 -6680.87 -5863.22 -23548.8
10 31500 3592 9883.49 2998.45 -7583.57
11 35000 3591 -16575.7 -3780.09 117.457
12 38500 3590 -18862.7 -15953.5 4252.86
13 42000 3589 -3448.36 12059.1 8140.94
14 45500 3588 -2661.18 2065.04 10409.9
15 49000 3587 7635.8 -28321.9 9370.97
16 52500 3586 -1391.6 4471.62 8879.35
17 56000 3585 -5210.8 6874.11 11114.5
18 59500 3584 -1026.21 3501.66 4003.28
19 63000 3583 3549.49 6633 -8049.92
20 66500 3582 -15148.2 -11382.4 10435
21 70000 3581 718.102 -25581.9 -953.526
22 73500 3580 1499.96 11510.1 1024.04
23 77000 3579 20780.6 25242.4 14812.1
24 80500 3578 -8187.36 -8629.6 -4063.93
25 84000 3577 426.671 3449.33 -3605.03
26 87500 3576 -4534.61 15020.8 -22115.1
27 91000 3575 13349.8 -24928.7 -11780.1
28 94500 3574 5490.71 -7215.99 -3650.83
29 98000 3573 3954.54 -10458.8 -17215.6
30 101500 3572 -12652.1 -16570.6 -28426.4
31 105000 3571 6243.08 42434.1 -10837.9
32 108500 3570 12894.8 25782.7 6912.49
33 112000 3569 -168.561 12735.4 171.865
34 115500 3568 9287.4 18376.7 6581
35 119000 3567 -18094.5 13573.8 10772.7
36 122500 3566 -4196.27 -7980.53 3174.69
37 126000 3565 600.38 -5534.41 -5441.66
38 129500 3564 12282.1 15310 -6309.17
39 133000 3563 -17419.3 -10690.9 -2892.05
40 136500 3562 -9539.96 6107.81 -3087.54
41 140000 3561 18137.9 6161.21 23737
42 143500 3560 -11005.1 -13317.4 14181.2
43 147000 3559 1626 13780.7 4261.18
44 150500 3558 -11740.3 13808.8 6744.76
45 154000 3557 -12192.1 -26797.9 -1592.36
46 157500 3556 -4963.68 -10363.6 9645.44
47 161000 3555 -5136.17 -16347.5 -15669.5
48 164500 3554 22808.9 9686.83 -23526.6
49 168000 3553 878.529 -14156.6 -16912.2
50 171500 3552 8601.62 28755 -12275.5
51 175000 3551 -10984 2087.19 -6703.41
52 178500 3550 -12193.1 6751.18 -3625.51
53 182000 3549 576.059 22081 17257.1
54 185500 3548 8721.63 -25702.5 -11073.1
55 189000 3547 8941.33 -10919.3 -13391.7
56 192500 3546 1280.71 192.413 2952.52
57 196000 3545 -9845.41 -3163.46 -21767.9
58 199500 3544 16495.1 1331.18 -2521.64
59 203000 3543 -4985.94 19601.3 -390.338
60 206500 3542 28349.8 23819 -21920.8
61 210000 3541 -844.027 -2774.42 9704.88
62 213500 3540 23263 19192.2 -24918.3
63 217000 3539 -30129 12300.7 -6402.18
64 220500 3538 15370.2 15758.6 14717.7
65 224000 3537 -2094.21 13860.4 10731.8
66 227500 3536 26461.2 -3500.95 -38.9571
67 231000 3535 2435.56 -31651.6 5105.51
68 234500 3534 15494.7 -9397.59 -7803.65
69 238000 3533 -10359.2 -1336.14 -17045.1
70 241500 3532 13883.3 -2919.96 265.459
71 245000 3531 -3477.59 -2432.76 -2852.45
72 248500 3530 6651.41 14965.2 -15438.2
73 252000 3529 27923.7 10451.8 -9798.26
74 255500 3528 -5520.93 -19383.1 -11207.2
75 259000 3527 8234.02 -4315.83 2748.86
76 262500 3526 17917.8 870.765 10914.1
77 266000 3525 31329.5 -9172.69 -20218.8
78 269500 3524 -15625.3 -21204.5 -2072.98
79 273000 3523 -1332.13 -609.116 -7791.54
80 276500 3522 -10305.4 4077.44 5224.52
81 280000 3521 1999.9 10045.9 -1119.9
82 283500 3520 27397.7 -12654 28248.1
83 287000 3519 -16212.3 -130.735 -14171.1
84 290500 3518 17889.3 -11300.1 1069.98
85 294000 3517 6163.92 28309.6 -7321.32
86 297500 3516 481.046 -14109.3 3503.28
87 301000 3515 -2279.55 -1952.02 5230.92
88 304500 3514 315.702 -10148.4 -12629.1
89 308000 3513 -1895.34 -5618.93 18425.4
90 311500 3512 -15497.8 2265.27 7772.96
91 315000 3511 -10136.6 -5340.57 -13472.2
92 318500 3510 -10280.2 10729 -11980.2
93 322000 3509 -4723.41 3613.61 13051.4
94 325500 3508 11321.7 2224.68 2799.54
95 329000 3507 -7264.42 -16355.9 924.161
96 332500 3506 3838.64 -3572.15 7549.53
97 336000 3505 -5940.16 155.705 23568.2
98 339500 3504 -9896.9 -9048.02 -10929
99 343000 3503 5886.34 17303.2 -2019.41
100 346500 3502 -6859.84 -2944.82 -1434.81
12950000 100
1 0 3701 798598 780213 787004
2 3500 3700 23004.6 12817 38433.4
3 7000 3699 19883.3 -993.032 10856.4
4 10500 3698 -8476.27 -7833.14 1936.95
5 14000 3697 3428.61 1368.85 2831.16
6 17500 3696 -27078.5 -17819.1 -6814.3
7 21000 3695 1265.33 554.093 6770.95
8 24500 3694 -9367.5 16507.5 -13185.3
9 28000 3693 -3656.65 -4659.03 -20762.5
10 31500 3692 8620.4 573.268 -6839.83
11 35000 3691 -18002.5 -2370.02 -1799.17
12 38500 3690 -15913.2 -18825.7 6051.01
13 42000 3689 -1649.3 13442.9 8065.84
14 45500 3688 -3718.01 -1748.86 6862.82
15 49000 3687 4749.93 -28951.7 8627.92
16 52500 3686 -1943.04 8636.64 8197.35
17 56000 3685 -4977.64 4110.64 11985
18 59500 3684 1216.96 6041.28 822.142
19 63000 3683 5649.24 4018.85 -8894.52
20 66500 3682 -12871.3 -8220.1 10119.8
21 70000 3681 4013.66 -24466.2 3311.04
22 73500 3680 613.993 9053.99 3641.08
23 77000 3679 16213.2 26221.4 19032.6
24 80500 3678 -7175.96 -5759.33 -2782.01
25 84000 3677 2032.34 6569.14 -5299.4
26 87500 3676 -5054.52 14404 -24012.4
27 91000 3675 13384.6 -24479.9 -16635.7
28 94500 3674 7377.46 -2843.82 -2779.87
29 98000 3673 1837.39 -14947.4 -16530.4
30 101500 3672 -11709.6 -12626.8 -26390.2
31 105000 3671 5556.84 40568.6 -8243.3
32 108500 3670 12311.7 24606.7 7384.81
33 112000 3669 -275.274 16379.9 -2217.86
34 115500 3668 6093.21 11527.3 5488.9
35 119000 3667 -17892 15765.1 11685.8
36 122500 3666 -1475.88 -9171.9 1989.8
37 126000 3665 377.764 -5611.3 -5768.7
38 129500 3664 15259.2 9906.74 -4350.64
39 133000 3663 -14972.1 -12156.6 -2536.93
40 136500 3662 -14322.2 8241.82 -3902.11
41 140000 3661 18049.2 3080.19 22731.1
42 143500 3660 -9969.36 -9605.28 16004.1
43 147000 3659 -375.449 14952.9 3737.08
44 150500 3658 -8685.44 9273.53 6780.38
45 154000 3657 -10351.5 -20194.4 1111.46
46 157500 3656 -7413.25 -12859.9 10788.7
47 161000 3655 -5866.44 -8715.38 -17075
48 164500 3654 23212.6 10475.5 -27354
49 168000 3653 711.726 -14605.2 -16368.2
50 171500 3652 8548.7 31269.9 -12190.1
51 175000 3651 -10292.1 2488.81 -3830.53
52 178500 3650 -12204.9 12191.3 74.7423
53 182000 3649 1732.6 17799.1 18922.7
54 185500 3648 8498.44 -27576 -12183.8
55 189000 3647 8557.63 -9479.21 -14116.7
56 192500 3646 3495.96 -1397.41 919.644
57 196000 3645 -12394.3 -3250.68 -22879.8
58 199500 3644 12519.3 -3366.19 934.648
59 203000 3643 -2802.41 20490.8 -3242.51
60 206500 3642 28241.6 25061 -20005.7
61 210000 3641 112.284 -7217.78 11404.5
62 213500 3640 24439.3 22833.9 -23581.3
63 217000 3639 -31822.6 11036.9 -6759.93
64 220500 3638 12380.6 15305.2 15817.8
65 224000 3637 -1263.33 15537.6 12745.7
66 227500 3636 23095.3 -649.49 2679.62
67 231000 3635 4052.13 -26430.3 4491.72
68 234500 3634 17473.7 -9032.18 -8017.43
69 238000 3633 -12638.3 1018.25 -15672.8
70 241500 3632 11750.2 -2400.37 -3131.6
71 245000 3631 -2498.44 -896.299 -1846.41
72 248500 3630 9669.87 15932.8 -13073.3
73 252000 3629 28061 7613.33 -8936.02
74 255500 3628 -6931.4 -14121.6 -7328.89
75 259000 3627 4800.82 -4427.01 3855.61
76 262500 3626 15230.9 1888.86 8004.55
77 266000 3625 28622.4 -10609.3 -22464.3
