# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
0 100
20 66500 6682 -15182.3 -5751.45 8504.71
21 70000 6681 5813.16 -8038.97 8742.41
22 73500 6680 6135.2 800.867 1199.4
23 77000 6679 11459.3 16667.6 11345.6
24 80500 6678 9879.31 -13727.4 -3052.6
25 84000 6677 -14.8974 -7243.74 -6258.07
26 87500 6676 -2090.64 10065.5 -11724.4
27 91000 6675 17827.1 -18303.4 -6908.01
28 94500 6674 4794.29 13340.7 -8561.12
29 98000 6673 722.211 -9012.94 -14239.5
30 101500 6672 3512.8 -2504.24 -22370.8
31 105000 6671 5882.61 19019.3 -5913.61
32 108500 6670 8217.44 9020.34 -191.716
33 112000 6669 -1663.15 3470.67 4103.77
34 115500 6668 3106.94 -594.869 7274.22
35 119000 6667 -6638.92 3845.51 2360.86
36 122500 6666 3669.53 -12577 7639.73
37 126000 6665 125.112 2615.86 5822.41
38 129500 6664 14682.4 -1550.37 5965.88
39 133000 6663 -7946.38 -12322.3 -10642.8
40 136500 6662 -21568.2 8147.3 -5549.11
41 140000 6661 23036.2 1916.24 12313.1
42 143500 6660 -9290.28 -10137.4 8702.43
43 147000 6659 -8857.29 5755.01 6968.48
44 150500 6658 -4623.23 7543.8 4898.75
45 154000 6657 -7844.3 -15957.9 4881.42
46 157500 6656 -4159.9 2357.55 1108.57
47 161000 6655 1723.29 -8103.74 -16816
48 164500 6654 23067.2 16057.1 -13359.7
49 168000 6653 3488.89 -9423.82 -12054.1
50 171500 6652 8953.66 20494.2 -1155.14
51 175000 6651 8972.13 -619.856 -11335.1
52 178500 6650 12479.8 14843.1 11396
53 182000 6649 2293.19 8476.09 -121.084
54 185500 6648 8303.17 -9078.33 -1400.39
55 189000 6647 -11037.4 -12367.2 -9483.08
56 192500 6646 -179.738 -4198.06 -1066.27
57 196000 6645 -12686 -4836.54 -15025.5
58 199500 6644 15516.3 117.195 11593
59 203000 6643 942.435 16747.2 -5044.54
60 206500 6642 14687.7 23346.4 -14552.4
61 210000 6641 3902.71 2482.78 11488.1
62 213500 6640 14080.6 16949.8 -12055.2
63 217000 6639 -24380.2 16479.1 -7041.13
64 220500 6638 11558.4 15444.8 17652.3
65 224000 6637 2859.72 18161.3 8767.47
66 227500 6636 23778.5 -7776.87 -5794.64
67 231000 6635 5703.88 -11098.9 3186.21
68 234500 6634 11210.5 1757.71 -11593.2
69 238000 6633 -3282.13 5207.46 900.712
70 241500 6632 6050.22 1188.21 -14416.2
71 245000 6631 5112.74 2463.58 -3396.49
72 248500 6630 -1060.4 14909.3 -6217.45
73 252000 6629 16448.7 815.936 4983.33
74 255500 6628 -125.014 -25665.3 -13881.5
75 259000 6627 3173.36 -8472.86 11550
76 262500 6626 15165.4 -2897.9 9425.08
77 266000 6625 9442.36 -8341.14 -21941.3
78 269500 6624 -16045.7 -20720.3 -6249.58
79 273000 6623 4848.82 -7484.28 -6702.53
80 276500 6622 -7802.23 1766.59 11759.3
81 280000 6621 4485.72 11485.4 -8291.16
82 283500 6620 10915.5 5544.95 4498.49
83 287000 6619 -4573.68 -7909.02 -2202.47
84 290500 6618 6803.84 -11430.6 229.486
85 294000 6617 5978.5 10450.2 -3673.51
86 297500 6616 5011.73 -15542.8 -3591.07
87 301000 6615 5680.26 -10075.2 10113.7
88 304500 6614 -633.702 4886.06 -5548.82
89 308000 6613 -1211.41 -1202.18 4720.93
90 311500 6612 -2072.49 4406.16 -9620.89
91 315000 6611 3893.44 5773.22 -12127.3
92 318500 6610 1393.83 -5282.22 -2215.85
93 322000 6609 1922.71 -6040.54 239.039
94 325500 6608 10344.3 9447.33 3056.17
95 329000 6607 -4946.37 -15993.5 8208.82
96 332500 6606 7931.21 609.393 -2922.95
97 336000 6605 -8273.36 737.269 18037.3
98 339500 6604 -1928.92 4268.38 -15624.4
99 343000 6603 2815.04 7817.97 -4184.95
100 346500 6602 -5944.3 -6662.51 -4202.34
23800000 100
1 0 6801 802095 782623 765963
2 3500 6800 15359.1 5065.43 10273.9
3 7000 6799 -471.023 1310.4 -3891.42
4 10500 6798 -13673.8 -3308.67 9146.88
5 14000 6797 -64.0984 -5408.79 3609.45
6 17500 6796 236.452 -15947 -7488.33
7 21000 6795 -10144.1 -5393.04 2902.9
8 24500 6794 2846.58 8313.19 2384.86
9 28000 6793 7257.82 1305.77 -9937.14
10 31500 6792 55.3857 10921.1 2011.45
11 35000 6791 -14218.4 -10501.4 1975.23
12 38500 6790 -12516.2 -13274.8 -4620.66
13 42000 6789 -4338.32 7423.15 1555.15
14 45500 6788 1577.14 4238.71 1403.15
15 49000 6787 1275.77 -25320.6 1285.71
16 52500 6786 -5946.98 -4257.24 8715.65
17 56000 6785 1518.74 -3258.31 10021.8
18 59500 6784 18770.3 9839.39 721.261
19 63000 6783 6703.13 1784.35 -11228
20 66500 6782 -14767.9 -6380.26 8661.06
21 70000 6781 9228.02 -9490.37 7573.28
22 73500 6780 6775.79 -801.682 523.643
23 77000 6779 10775.4 17433.3 11953.7
24 80500 6778 9344.72 -14457.8 -3995.12
25 84000 6777 1600.91 -8013.42 -5996.41
26 87500 6776 -778.409 9683.54 -10243.5
27 91000 6775 16890.1 -18183.6 -7546.48
28 94500 6774 5712.4 14156.9 -9433.06
29 98000 6773 1229.99 -9152.05 -11918.5
30 101500 6772 4346.31 -2330.09 -22041
31 105000 6771 4277.11 18483.4 -6345.45
32 108500 6770 8911.81 9985.27 630.195
33 112000 6769 -1367.8 3549.16 3890.25
34 115500 6768 4901.17 -539.814 7605.17
35 119000 6767 -7146.8 6102.21 4895.06
36 122500 6766 2394.21 -11722.5 5220.61
37 126000 6765 -813.505 3972.4 4454.8
38 129500 6764 13961.7 -1625.49 7117.44
39 133000 6763 -7722.19 -12656.9 -11407.4
40 136500 6762 -21873.2 6645.16 -6528.39
41 140000 6761 23480.3 1866.43 11847.5
42 143500 6760 -8724.9 -10736.2 7893.85
43 147000 6759 -10491 4840.47 6442.98
44 150500 6758 -6297.71 8464.11 4604.55
45 154000 6757 -7042.9 -15749 4294.09
46 157500 6756 -3023.42 2088.73 -287.898
47 161000 6755 1878.55 -6734.83 -15424.6
48 164500 6754 22984.1 15099 -13246.9
49 168000 6753 3215.59 -9783.38 -12167.2
50 171500 6752 10249.8 21332.2 229.342
51 175000 6751 9110.41 1568.91 -10189.1
52 178500 6750 12077.1 13208.3 9965.3
53 182000 6749 2769.2 7067.47 257.181
54 185500 6748 8653.34 -9877.33 -1194
55 189000 6747 -11991.4 -13421 -10030.3
56 192500 6746 -1783.95 -4965.06 -1326.9
57 196000 6745 -11607.7 -4050.86 -15437.4
58 199500 6744 14984.5 -866.543 10873.1
59 203000 6743 2061.81 16466.4 -4206.46
60 206500 6742 14038.1 22182 -12557.7
61 210000 6741 2316.91 3413.61 10210.4
62 213500 6740 12987.9 15098.9 -11429.5
63 217000 6739 -24378.4 16390.8 -3756.85
64 220500 6738 9954.43 14705.3 17288.2
65 224000 6737 3405.35 15964.3 8231.73
66 227500 6736 23162.2 -6653.3 -4701.05
67 231000 6735 4663.74 -10316.5 2957.59
68 234500 6734 9364.72 2316.95 -12080.4
69 238000 6733 -3796.12 5707.04 2614.53
70 241500 6732 6871.31 104.264 -17259.1
71 245000 6731 5346.91 1804.16 -4762.4
72 248500 6730 -213.879 14128.6 -5018.22
73 252000 6729 15224.8 1733.1 3037.18
74 255500 6728 -693.305 -23424.3 -15271.6
75 259000 6727 2249.76 -8395.56 11408.8
76 262500 6726 14432.1 -4461.4 9119.72
77 266000 6725 9620.53 -8550.44 -20816.9
78 269500 6724 -15091.1 -20532.2 -4434.67
79 273000 6723 7097.87 -7447.32 -6847.01
80 276500 6722 -6711.32 1336.79 10983.3
81 280000 6721 3039.71 10654.9 -6658.74
82 283500 6720 9180.69 7364.01 3827.85
83 287000 6719 -4944.55 -7309.17 -3472.28
84 290500 6718 5548.75 -11859.3 1221.42
85 294000 6717 7220.04 10848 -4084.58
86 297500 6716 5940.39 -13281.4 -4546.6
87 301000 6715 4643.47 -10063 9766.96
88 304500 6714 -1039.8 4580.25 -4634.04
89 308000 6713 -3030.75 -727.215 4045.9
90 311500 6712 -3401.84 4517.71 -9902.05
91 315000 6711 2679.92 6429.81 -12614.6
92 318500 6710 1499.4 -4316.39 -354.251
93 322000 6709 732.013 -7104.08 1456.92
94 325500 6708 8766.94 9361.84 2162.97
95 329000 6707 -7482.13 -13532.4 7020.76
96 332500 6706 7848.76 376.601 -2312.16
97 336000 6705 -7332.73 189.26 18188.4
98 339500 6704 -969.928 3406.01 -18543.9
99 343000 6703 3352.69 8044.64 -4078.81
100 346500 6702 -4773.75 -7113.04 -3586.76
24150000 100
1 0 6901 801890 780708 765407
2 3500 6900 14386.8 3871.78 10113.4
3 7000 6899 343.255 1571.28 -3554.38
4 10500 6898 -15084.4 -3311.48 11043.8
5 14000 6897 370.727 -7204.11 4807.95
6 17500 6896 -642.47 -16400.8 -5068.16
7 21000 6895 -8940.85 -4719.99 2658.86
8 24500 6894 3101.56 7849.38 2100.44
9 28000 6893 7363.42 3113.44 -7845.5
10 31500 6892 22.7442 11153.4 3323.54
11 35000 6891 -13655.8 -11348.3 3231.91
12 38500 6890 -10534.2 -11859.6 -4184.58
13 42000 6889 -4644.06 6995.64 2507
14 45500 6888 4122.09 3302.21 2599.82
15 49000 6887 610.408 -24167.6 2332.72
16 52500 6886 -5488.8 -5977.52 9584.88
17 56000 6885 351.37 -3335.62 9587.68
18 59500 6884 18470.1 9488.77 1506.19
19 63000 6883 7028.44 1618.53 -10352.4
20 66500 6882 -14533.5 -4656.04 9464.16
21 70000 6881 10970.3 -7778.8 7579.95
22 73500 6880 7452.04 -1711.3 1039.27
23 77000 6879 10267.8 18320.6 12363.9
24 80500 6878 8258.28 -14071.5 -4981.16
25 84000 6877 603.086 -9472.44 -5026.15
26 87500 6876 -3062.25 11336.1 -8512.4
27 91000 6875 17682.4 -18217.9 -8146.89
28 94500 6874 4621.33 12974.1 -8690.5
29 98000 6873 2317.94 -9379.31 -11781.4
30 101500 6872 4642.12 -2755.51 -19932.9
31 105000 6871 4046.98 18072.1 -6206.4
32 108500 6870 10371.2 10554.9 -1056.27
33 112000 6869 -682.687 2839.61 4499.04
34 115500 6868 5477.57 -359.335 6970.38
35 119000 6867 -7978.8 5985.56 4288.48
36 122500 6866 1157 -12688.2 5118.27
37 126000 6865 -1396.29 3570.52 3527.23
38 129500 6864 13477.1 -2175.33 8007.17
39 133000 6863 -8567.87 -12974.9 -11556.5
40 136500 6862 -19807.2 8324.57 -5770.65
41 140000 6861 23443.9 652.066 11933.7
42 143500 6860 -6959.15 -10768.1 7554.41
43 147000 6859 -9817.15 4044.28 6987.33
44 150500 6858 -7435.67 7384.69 3098.77
45 154000 6857 -7778.26 -14195.3 5364.49
46 157500 6856 -3046.83 1411.17 -1040.07
47 161000 6855 3108.14 -7374.98 -16438.8
48 164500 6854 21751.4 15707.3 -12016.7
49 168000 6853 3669.14 -9676.04 -12686.5
50 171500 6852 10926 20669.2 1356.8
51 175000 6851 10251.6 1931.38 -10001.7
52 178500 6850 12689.7 13061.2 8453.48
53 182000 6849 3661.45 6597.29 1740.21
54 185500 6848 7755.06 -10025.1 -812.284
55 189000 6847 -11525.8 -13036.2 -9419.48
56 192500 6846 -1927.49 -4869.63 -2837.52
57 196000 6845 -11896 -4225.88 -14932.7
58 199500 6844 15766.6 377.114 11613.1
59 203000 6843 1975.93 15853.7 -3900.75
60 206500 6842 16807.8 21203.9 -13353.9
61 210000 6841 3002.01 3869.48 9512.55
62 213500 6840 15280.7 14343.6 -10739.9
63 217000 6839 -22069.2 13920.6 -3993.29
64 220500 6838 10399 13468.5 16671.7
65 224000 6837 2278.19 15287.1 7115.63
66 227500 6836 25017.9 -7084.47 -6235.59
67 231000 6835 4332.51 -9326.07 3274.02
68 234500 6834 9475.04 2261.48 -12991
69 238000 6833 -4237.24 5538.86 617.074
70 241500 6832 7163.25 868.547 -16958.2
71 245000 6831 6218.41 493.501 -5189.35
72 248500 6830 976.027 13036.6 -5128.79
73 252000 6829 15775.9 1488.93 3133.39
74 255500 6828 -2534.27 -22550.5 -15761.7
75 259000 6827 2010.28 -9489.8 10575.4
76 262500 6826 13800.1 -5374.5 9256.7
77 266000 6825 10967.8 -8707.78 -20750.7
78 269500 6824 -14000.3 -20158.4 -4724.65
79 273000 6823 8532.39 -6184.7 -6529.19
80 276500 6822 -5203.93 1168.99 10404.1
81 280000 6821 3574.29 12014.1 -6960.5
82 283500 6820 10145.5 6850.23 5561.62
83 287000 6819 -3810.45 -5862.58 -3466.06
84 290500 6818 4557.27 -13035.7 522.646
85 294000 6817 4937.83 10658.8 -3844.33
86 297500 6816 7832.52 -13031.1 -3577.43
87 301000 6815 3666.83 -10620.1 8383.46
88 304500 6814 -1982.9 4263.09 -4396.67
89 308000 6813 -5246.68 788.272 4334.26
90 311500 6812 -3334.32 5955.12 -10460.9
91 315000 6811 4229.92 6607.55 -11587.6
92 318500 6810 3442.11 -3377.92 859.003
93 322000 6809 1659.7 -8326.07 812.613
94 325500 6808 8328.73 7921.17 2472.4
95 329000 6807 -7383.33 -13290.4 6023.29
96 332500 6806 6738.33 -987.069 -1610.93
97 336000 6805 -7545.23 400.143 18876.3
98 339500 6804 -877.624 5040.81 -18580.1
99 343000 6803 4763.13 9206.16 -4193.56
100 346500 6802 -2096.92 -6163.81 -2646.16
24500000 100
1 0 7001 800805 782779 765100
2 3500 7000 14014.8 5227.6 8581.46
3 7000 6999 2024.85 2801.71 -4706.33
4 10500 6998 -14575.5 -946.158 11267.5
5 14000 6997 -576.288 -5286.56 3975.85
6 17500 6996 250.807 -13915.6 -4215.86
7 21000 6995 -7985.28 -4745.2 3726.3
8 24500 6994 3181.97 5848.81 4415.82
9 28000 6993 6753.51 3447.93 -8060.97
10 31500 6992 -778.712 10590.5 1815.7
11 35000 6991 -14955.5 -12281.8 2994.37
12 38500 6990 -8610.34 -11782.8 -4639.21
13 42000 6989 -4178.39 6295.21 2820.96
14 45500 6988 5920.4 2479.95 3248.17
15 49000 6987 140.491 -22761.2 3995.25
16 52500 6986 -4518.09 -6104.84 9321.96
17 56000 6985 -8.15092 -2822.97 7738.75
18 59500 6984 20038.2 10099.3 2332.68
19 63000 6983 7240.87 1497.84 -11045.2
20 66500 6982 -12230.7 -4102.49 10272.5
21 70000 6981 11187.6 -5659.98 8032.07
22 73500 6980 6613.77 -1462.12 2042.88
23 77000 6979 9506.94 18463.1 10944.4
24 80500 6978 7373.48 -15004.8 -6108.91
25 84000 6977 1030.2 -12568.7 -5115.93
26 87500 6976 -2582.06 11921.8 -8207.12
27 91000 6975 19630.6 -18448.8 -6373.59
28 94500 6974 3368.32 10529 -8333.44
29 98000 6973 3550.45 -9417.22 -13917.3
30 101500 6972 2159.43 -2418.96 -19818.2
31 105000 6971 5820.53 18119.9 -7514.24
32 108500 6970 9501.99 11385.9 -944.372
33 112000 6969 716.602 3519.3 6050.04
34 115500 6968 5214.19 276.239 6912.77
35 119000 6967 -7911.84 8417.5 4385.9
36 122500 6966 878.461 -13348.5 3093.25
37 126000 6965 -3334 4397.98 2951.18
38 129500 6964 14305 -1659.63 7621.97
39 133000 6963 -8015.38 -13031.4 -13016.1
40 136500 6962 -19157.3 8484.87 -4072.91
41 140000 6961 23978.2 -937.164 11403.6
42 143500 6960 -7516.52 -12309.9 6653.25
43 147000 6959 -12219.9 4749.11 5914.54
44 150500 6958 -5287.63 5076.47 1714.94
45 154000 6957 -8632.55 -15755.2 6749.8
46 157500 6956 -507.323 1217.04 -2419.4
47 161000 6955 2526.63 -9444.36 -16234.1
48 164500 6954 19518 17466.1 -11485.4
49 168000 6953 3087.98 -10319.2 -12418
50 171500 6952 10322.1 18675 828.046
51 175000 6951 12136.7 3068.65 -11549.9
52 178500 6950 13309.6 14626.5 9392.17
53 182000 6949 5352.33 5980.18 1432.31
54 185500 6948 5154.29 -9070.74 -1383.89
55 189000 6947 -11346.7 -12404.9 -7805.09
56 192500 6946 -3372.77 -4140.59 -3110.71
57 196000 6945 -9952.17 -3135.75 -13859.9
58 199500 6944 16203.6 -704.817 10319.3
59 203000 6943 3103.75 16717.6 -1511.89
60 206500 6942 15939 21821.9 -13912.9
61 210000 6941 2577 2420.83 9268.08
62 213500 6940 14754 14570.2 -9201.43
63 217000 6939 -21396 13431.8 -4398.42
64 220500 6938 11793.6 13799.1 16571.7
65 224000 6937 573.918 16455.7 6276.57
66 227500 6936 26581.6 -5620.05 -4306.96
67 231000 6935 2636.58 -12004.4 4254.24
68 234500 6934 9480.93 3406.64 -14883.3
69 238000 6933 -4243.86 3843.97 1247.8
70 241500 6932 8640.33 -349.396 -15106
71 245000 6931 5535.58 398.249 -5507.12
72 248500 6930 3030.76 11173.4 -3934.95
73 252000 6929 14843.4 2509.94 3125.59
74 255500 6928 -2478.98 -20595.8 -13783.7
75 259000 6927 2473.41 -12501.5 10543.8
76 262500 6926 14326.4 -7685.31 10080.3
77 266000 6925 11189.4 -8165.26 -20185.9
78 269500 6924 -13871 -21206.9 -4466.23
79 273000 6923 11082.8 -6170.18 -5864.99
80 276500 6922 -7267.5 398.571 11263.8
81 280000 6921 5017.66 11329.4 -7144.9
82 283500 6920 9062.81 8135.31 6727.58
83 287000 6919 -2339.52 -7898.38 -5088.18
84 290500 6918 4488.93 -11123.9 1054.25
85 294000 6917 4160.37 10667 -3172.61
86 297500 6916 8124.93 -14542.3 -4830.71
87 301000 6915 3570.16 -9166.35 9105.05
88 304500 6914 -2940.03 3734.51 -2745.05
89 308000 6913 -4328.54 472.314 5453.3
90 311500 6912 -765.405 6320.66 -11474.3
91 315000 6911 4945.83 5894.87 -11361
92 318500 6910 4741.47 -4340.14 1718.7
93 322000 6909 -336.947 -7039.47 1365.18
94 325500 6908 8452.52 7584.6 2388.98
95 329000 6907 -8040.66 -13429.7 5998.98
96 332500 6906 6956.21 -118.066 -1087.51
97 336000 6905 -6412.15 -324.634 18408.9
98 339500 6904 395.293 6374.14 -18001.4
99 343000 6903 2179.32 10318.8 -3338.6
100 346500 6902 -2194.32 -6862.79 -3620.42
24850000 100
1 0 7101 800135 782800 762882
2 3500 7100 14343.3 4509.26 7987.45
3 7000 7099 1288.05 2160.66 -4193.76
4 10500 7098 -13616 -1904.21 12484.2
5 14000 7097 -2408.08 -4931.23 4694.27
6 17500 7096 -619.965 -11644.8 -4078.58
7 21000 7095 -7757.18 -2354.28 5691.41
8 24500 7094 3204.62 5677.33 4497.9
9 28000 7093 6559.59 1676.46 -7808.81
10 31500 7092 -591.383 10513.2 3056.37
11 35000 7091 -14807.3 -11700 2134.33
12 38500 7090 -8825.57 -11217.1 -4147.73
13 42000 7089 -5489.48 5258.17 3853.93
14 45500 7088 6022.8 3704.05 2223.62
15 49000 7087 894.27 -23880.5 5004.46
16 52500 7086 -4450.75 -7032.22 8613.24
17 56000 7085 884.874 -3134.9 8558.37
18 59500 7084 20452.4 9195.99 2687.56
19 63000 7083 6658.86 -240.284 -9886.54
20 66500 7082 -10815.3 -2528.64 10127.9
21 70000 7081 11928.1 -7328.74 9043.32
22 73500 7080 6984.29 -2147.99 1267.43
23 77000 7079 8654.62 19016.6 11287.4
24 80500 7078 5060.87 -15770.9 -6756.98
25 84000 7077 317.148 -12882.9 -5161.27
26 87500 7076 -2187.81 11763.1 -6492.66
27 91000 7075 18145.9 -19198.3 -6678.15
28 94500 7074 3870.37 9716.65 -8476.55
29 98000 7073 2630.72 -9760.51 -12370.2
30 101500 7072 1881.38 -2916.9 -20119.3
31 105000 7071 8109.8 17283.8 -7216.39
32 108500 7070 11239.9 11219 -918.183
33 112000 7069 1192.6 2399.97 6208.85
34 115500 7068 5298.18 -124.818 7332.13
35 119000 7067 -7603.68 8769.78 5578.38
36 122500 7066 1620.18 -12723.8 2848.74
37 126000 7065 -3065.81 3249.69 4804.37
38 129500 7064 13248.2 -2713.93 6640.35
39 133000 7063 -7712.23 -12317.7 -12985.1
40 136500 7062 -19921.5 8761.98 -3933.59
41 140000 7061 22646.1 -2825.26 11555.5
42 143500 7060 -8668.09 -10205.4 6776.15
43 147000 7059 -13982.1 3809.06 5734.7
44 150500 7058 -6702.74 4645.89 2312.23
45 154000 7057 -8413.42 -14750.6 6696.33
46 157500 7056 -300.509 -216.306 -2345.56
47 161000 7055 2860.82 -8487.77 -17432.5
48 164500 7054 21215.4 17206.4 -10336.7
49 168000 7053 2374.23 -10000.8 -13124.7
50 171500 7052 10603.8 16532.6 -1176.23
51 175000 7051 14110.2 4204.54 -10025.4
52 178500 7050 15058.3 15180.3 8714.88
53 182000 7049 5749.38 6253.85 1467.55
54 185500 7048 3926.99 -8952.39 -2199.77
55 189000 7047 -13142.7 -11428.7 -8020
56 192500 7046 -5551.99 -3383.03 -4199.44
57 196000 7045 -9568.02 -879.275 -12918.4
58 199500 7044 16001.6 -7.20718 9409.28
59 203000 7043 2814.96 16512.1 -1746.67
60 206500 7042 14698.1 23398.9 -13475
61 210000 7041 2016 4778.87 8445.5
62 213500 7040 14981.8 16160 -7658.06
63 217000 7039 -21488.6 12300 -3967.22
64 220500 7038 11835.7 15727.7 16107.6
65 224000 7037 2808.96 16607.6 6921.06
66 227500 7036 26459.2 -5556.45 -4229.44
67 231000 7035 2170.38 -11839.1 3232.32
68 234500 7034 9614.05 3300.42 -14742.2
69 238000 7033 -4326.4 2202.86 2504.21
70 241500 7032 7759.73 10.2253 -14940.7
71 245000 7031 5781.85 -2646.53 -4871.69
72 248500 7030 3279.71 9767.09 -4378.38
73 252000 7029 14769.9 3516.35 3673.76
74 255500 7028 -3358.14 -19580.4 -13637.7
75 259000 7027 783.636 -13387.2 9284.81
76 262500 7026 14375.3 -9478.5 11237.6
77 266000 7025 10479.6 -8976.46 -18319.8
78 269500 7024 -14372.4 -20869.2 -2909.79
79 273000 7023 11548.5 -4843.2 -5640.3
80 276500 7022 -7105.98 -590.745 10415.8
81 280000 7021 3912.15 9908.06 -5802.93
82 283500 7020 10571 6114.41 7435.63
83 287000 7019 -2583.4 -8000.85 -4505.54
84 290500 7018 3751.08 -11862.6 1886.69
85 294000 7017 2647.6 11845.2 -2076.58
86 297500 7016 7233.92 -17507.7 -5650.92
87 301000 7015 3393.19 -9800.71 10599.7
88 304500 7014 -4081.99 2555.82 -2921.14
89 308000 7013 -2156.5 958.031 6329.76
90 311500 7012 -1586.21 6485.29 -10051.8
91 315000 7011 4585.7 4373.24 -11416.1
92 318500 7010 5403.32 -5771.47 2543.48
93 322000 7009 -731.21 -5954.9 1058.05
94 325500 7008 6599 7407.33 2011.06
95 329000 7007 -6399.58 -11833.1 8282.43
96 332500 7006 6770.05 241.968 -474.328
97 336000 7005 -4783.39 -941.008 17433
98 339500 7004 -188.19 7932.47 -15928.6
99 343000 7003 797.969 12486.8 -2845.21
100 346500 7002 -1761.08 -8290.6 -4565.51
25200000 100
1 0 7201 800738 784035 765498
2 3500 7200 14155.7 2826.33 7512.76
3 7000 7199 -759.428 2571.49 -6384.7
4 10500 7198 -11677.8 -708.695 11059.5
5 14000 7197 -4887.11 -3773.47 4049.81
6 17500 7196 -548.376 -12751.6 -2989.96
7 21000 7195 -6344.19 -2365.21 6559.04
8 24500 7194 2238.33 5079.43 4794.88
9 28000 7193 4818.52 2605.72 -6480.55
10 31500 7192 -1320.28 11266.2 2500.89
11 35000 7191 -15194 -12475.6 2034.69
12 38500 7190 -10605.1 -11691.1 -4137.64
13 42000 7189 -5146.63 5673.84 2863.13
14 45500 7188 6594.72 4193.96 3689.7
15 49000 7187 -1916.54 -24528 6264.1
16 52500 7186 -4524.23 -5760.1 8074.97
17 56000 7185 3655.04 -4374.69 10739.5
18 59500 7184 20124.3 10508.8 2094.86
19 63000 7183 8898.24 -2026.1 -9260.03
20 66500 7182 -10721 -3578.33 8603.35
21 70000 7181 9051.69 -7340.68 9097.67
22 73500 7180 7974.44 -2061.27 298.213
23 77000 7179 8860.89 17780.2 11153.7
24 80500 7178 4677.73 -17453 -6774.06
25 84000 7177 -135.484 -12240.2 -3921.51
26 87500 7176 -734.63 11387.1 -5256
27 91000 7175 17081.2 -18682.2 -8534.62
28 94500 7174 816.861 8166.21 -8615.93
29 98000 7173 3141.17 -10657.8 -10705.5
30 101500 7172 3021.38 -4001.86 -20412.1
31 105000 7171 7887.58 18522 -7272.95
32 108500 7170 11416.9 8150.74 -1681.58
33 112000 7169 723.004 3522.86 5534.32
34 115500 7168 4517.72 2656.2 5311.25
35 119000 7167 -6559.41 8586.87 4816.82
36 122500 7166 2563.43 -13271.8 1940.8
37 126000 7165 -4435.32 3671.27 4771.96
38 129500 7164 12914.5 -2949.95 6670.99
39 133000 7163 -6834.68 -11933 -12473.9
40 136500 7162 -20672.5 7921.58 -5517.4
41 140000 7161 23598.8 -3006.35 10043.8
42 143500 7160 -7348.69 -7503.07 8400.19
43 147000 7159 -15612.2 4512.11 6381.49
44 150500 7158 -6069.54 4301.78 1971.3
45 154000 7157 -8543.49 -14253.4 6391.63
46 157500 7156 -1412.31 2452.41 -1484.5
47 161000 7155 4996.38 -8966.25 -18274.9
48 164500 7154 21939 17866.9 -12398.7
49 168000 7153 1236.44 -9918.72 -12416.1
50 171500 7152 8679.56 15341.9 -2515.82
51 175000 7151 14310.3 4266.71 -10327
52 178500 7150 14904.1 16235.6 8689.83
53 182000 7149 4482.77 5498.29 766.333
54 185500 7148 4474.6 -9904.82 -1800.29
55 189000 7147 -12815.6 -9530.79 -7473.52
56 192500 7146 -6344.54 -3170.61 -3875.37
57 196000 7145 -8409.13 -1301.37 -14718.6
58 199500 7144 14239.2 875.786 7367.82
59 203000 7143 1815.5 18173.7 -3104.76
60 206500 7142 16222.2 22534.5 -11189.9
61 210000 7141 1112.56 5805.05 7757.8
62 213500 7140 15187.1 14837.2 -8366.67
63 217000 7139 -21484.4 12085.1 -5381.03
64 220500 7138 11433.2 14726.3 15308.1
65 224000 7137 4529.23 14326.1 4296.56
66 227500 7136 26011.2 -4178.6 -4926.1
67 231000 7135 2224.17 -9840.95 4864.21
68 234500 7134 8559.36 3855.07 -14115.5
69 238000 7133 -3720.07 2581.61 1169.64
70 241500 7132 8564.63 -271.379 -14871.1
71 245000 7131 5468.82 -2795.12 -5813.61
72 248500 7130 4087.71 11206.2 -5231.36
73 252000 7129 14373.8 2506.48 4130.93
74 255500 7128 -3377.79 -18010.2 -12719.8
75 259000 7127 643.486 -13643.5 6867.74
76 262500 7126 16108.6 -8872.71 10174.9
77 266000 7125 10400 -8795.12 -18032.6
78 269500 7124 -14849.9 -20459.8 -2622.53
79 273000 7123 11316 -5652.03 -4887.14
80 276500 7122 -7371.88 -147.363 12106.8
81 280000 7121 3341.06 10366.8 -7829.18
82 283500 7120 10474.4 4782.02 7848.22
83 287000 7119 -2344.45 -8014.95 -5085.53
84 290500 7118 2049.56 -12881.4 1801.45
85 294000 7117 3531.81 10899.9 -1780.4
86 297500 7116 6918.19 -17888.5 -4914.47
87 301000 7115 1486.74 -11116.2 10913.1
88 304500 7114 -3678.79 2802.4 -2080.57
89 308000 7113 -4352.38 1173.57 6023.1
90 311500 7112 -2251.27 5182.23 -10706.2
91 315000 7111 7221.3 3018.12 -12298.8
92 318500 7110 5890.5 -6647.23 4138.23
93 322000 7109 -592.837 -5025.2 362.945
94 325500 7108 8384.28 8867.98 2498.4
95 329000 7107 -7298.16 -14646.3 8348.08
96 332500 7106 5114.77 1005.56 1594.22
97 336000 7105 -3649.39 -2504.85 16760.9
98 339500 7104 -1820.54 6860 -16605.5
99 343000 7103 231.76 12358.8 -3550.91
100 346500 7102 709.846 -7112.2 -3969.62
